Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
WIREMOLD G-4000,UTILITY VAULTS,G-4010B,0.07,0.08,0.09,0.1,0.11,E
WIREMOLD G-4000,UTILITY VAULTS,1-Gang,0.03,0.03,0.03,0.03,0.04,E
WIREMOLD G-4000,UTILITY VAULTS,2-Gang,0.03,0.03,0.03,0.03,0.04,E
WIREMOLD G-4000,UTILITY VAULTS,G-4010D,0.14,0.16,0.18,0.2,0.22,E
WIREMOLD G-4000,UTILITY VAULTS,G-4011,0.14,0.16,0.18,0.2,0.22,E
WIREMOLD G-4000,UTILITY VAULTS,G-4014A,0.23,0.25,0.28,0.31,0.34,E
WIREMOLD G-4000,UTILITY VAULTS,G-4015,0.23,0.25,0.28,0.31,0.34,E
WIREMOLD G-4000,UTILITY VAULTS,G-4012 TXInternal External Elbow,0.14,0.16,0.18,0.19,0.21,E
WIREMOLD G-4000,UTILITY VAULTS,G-4015 DDivided Tee,0.27,0.3,0.33,0.36,0.4,E
WIREMOLD G-4000,UTILITY VAULTS,G-4017Internal Elbow,0.14,0.16,0.18,0.19,0.21,E
WIREMOLD G-4000,UTILITY VAULTS,G-4017 NInverted Internal Elbow,0.14,0.16,0.18,0.19,0.21,E
WIREMOLD G-4000,UTILITY VAULTS,G4018External Elbow,0.14,0.16,0.18,0.19,0.21,E
WIREMOLD G-4000,UTILITY VAULTS,G-4046 BCombination Duplex/Phone,0.32,0.35,0.39,0.42,0.47,E
WIREMOLD G-4000,UTILITY VAULTS,G-4046 H2Tap Off Fitting 2-Gang,0.16,0.18,0.2,0.22,0.24,E
WIREMOLD G-4000,UTILITY VAULTS,G-4086 APanel Connector,0.23,0.25,0.28,0.3,0.33,E
WIREMOLD G-4000,UTILITY VAULTS,G-46 K1-Pole Cir. Brk. Housing,0.23,0.25,0.28,0.3,0.33,E
WIREMOLD G-4000,UTILITY VAULTS,G-46 KDRCircuit Breaker & Duplex,0.45,0.5,0.55,0.61,0.67,E
WIREMOLD 5000,BASE,5000B,6.0,6.25,6.5,7.15,7.87,C
WIREMOLD 5000,COVER,5000C,1.3,1.5,1.7,1.87,2.06,C
WIREMOLD 5000,QUARTER ROUND TRIM,5000T,1.5,1.6,1.7,1.87,2.06,C
WIREMOLD 5000,LOW VOLTAGE BLANK PLATE,5005,0.04,0.05,0.06,0.07,0.07,E
WIREMOLD 5000,DEVICE BRACKET,5007C,0.15,0.17,0.19,0.21,0.23,E
WIREMOLD 5000,DEVICE PLATE,5007C-1A,0.1,0.11,0.12,0.13,0.15,E
WIREMOLD 5000,BASE COUPLING,5001,0.04,0.05,0.06,0.07,0.07,E
WIREMOLD 5000,COVER CLIP,5006,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5000,INTERNAL WIRE GUARD,5006A,0.02,0.03,0.04,0.04,0.05,E
WIREMOLD 5000,ENTRANCE END FITTING,5010A,0.1,0.11,0.12,0.13,0.15,E
WIREMOLD 5000,END CAP,5010,0.03,0.04,0.05,0.06,0.06,E
WIREMOLD 5000,INTERNAL BASE ELBOW,5017B,0.09,0.1,0.11,0.12,0.13,E
WIREMOLD 5000,INTERNAL ELBOW WIRE GUARD,5017WG,0.04,0.05,0.06,0.07,0.07,E
WIREMOLD 5000,EXTERNAL BASE ELBOW,5018B,0.09,0.1,0.11,0.12,0.13,E
WIREMOLD 5000,EXTERNAL COVER ELBOW,5018C,0.09,0.1,0.11,0.12,0.13,E
WIREMOLD 5400 & 5500,BASE,5400TB,6.75,7.5,8.2,9.02,9.92,C
WIREMOLD 5400 & 5500,BASE,5500B,6.75,7.5,8.2,9.02,9.92,C
WIREMOLD 5400 & 5500,COVER,5400C,1.8,2.0,2.2,2.42,2.66,C
WIREMOLD 5400 & 5500,COVER,5500C,1.8,2.0,2.2,2.42,2.66,C
WIREMOLD 5400 & 5500,TWIN SNAP COVER,5400TC,2.0,2.25,2.5,2.75,3.03,C
WIREMOLD 5400 & 5500,DIVIDER,5500D,1.35,1.5,1.65,1.82,2.0,C
WIREMOLD 5400 & 5500,TWIN SNAP COVER WIRE CLIP,5400TWC,0.03,0.03,0.03,0.03,0.04,E
WIREMOLD 5400 & 5500,TWIN SNAP COVER WIRE CLIP,5500WC,0.03,0.03,0.03,0.03,0.04,E
WIREMOLD 5400 & 5500,COVER CLIP,5406A,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5400 & 5500,COVER CLIP,5506,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5400 & 5500,TWIN SNAP COVER CLIP,5406T,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5400 & 5500,BASE SEAM CLIP,5406TB,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5400 & 5500,BASE SEAM CLIP,5506B,0.04,0.04,0.04,0.04,0.05,E
WIREMOLD 5400 & 5500,DEVICE BRACKET,5407A,0.05,0.05,0.06,0.07,0.07,E
WIREMOLD 5400 & 5500,DEVICE BRACKET,5507A,0.05,0.05,0.06,0.07,0.07,E
WIREMOLD 5400 & 5500,DEVICE BRACKET,5407A3,0.05,0.05,0.06,0.07,0.07,E
WIREMOLD 5400 & 5500,DEVICE BRACKET,5507A4,0.05,0.05,0.06,0.07,0.07,E
WIREMOLD 5400 & 5500,END CAP,5410,0.04,0.04,0.05,0.06,0.06,E
WIREMOLD 5400 & 5500,END CAP,5510,0.04,0.04,0.05,0.06,0.06,E
WIREMOLD 5400 & 5500,ENTRANCE END FITTING,5410DFO,0.1,0.11,0.12,0.13,0.15,E
WIREMOLD 5400 & 5500,ENTRANCE END FITTING,5510D,0.1,0.11,0.12,0.13,0.15,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5411FO,0.15,0.17,0.18,0.2,0.22,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5415,0.25,0.28,0.3,0.33,0.37,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5417FO,0.14,0.15,0.17,0.19,0.2,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5418,0.14,0.15,0.17,0.19,0.2,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5418FO,0.2,0.22,0.24,0.27,0.29,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5474,0.2,0.22,0.24,0.27,0.29,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5507AD,0.15,0.17,0.18,0.2,0.22,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5507B,0.15,0.17,0.18,0.2,0.22,E
WIREMOLD 5400 & 5500,OTHER FITTINGS,5507D,0.15,0.17,0.18,0.2,0.22,E
WIREMOLD G-6000,OTHER FITTINGS,G-6000B,8.1,8.0,9.9,10.89,11.98,C
WIREMOLD G-6000,OTHER FITTINGS,G-6000C,2.25,2.5,2.75,3.03,3.33,C
WIREMOLD G-6000,OTHER FITTINGS,G-6000WC,1.8,2.0,2.2,2.42,2.66,C
WIREMOLD G-6000,OTHER FITTINGS,G-6000 WC,0.03,0.03,0.03,0.03,0.04,E
WIREMOLD G-6000,OTHER FITTINGS,G-6001,0.11,0.12,0.13,0.14,0.16,E
WIREMOLD G-6000,OTHER FITTINGS,G-6001 D,0.05,0.05,0.06,0.07,0.07,E
WIREMOLD G-6000,OTHER FITTINGS,G-6007 C-1,0.05,0.06,0.07,0.08,0.08,E
WIREMOLD G-6000,OTHER FITTINGS,G-6007 C-2,0.05,0.06,0.07,0.08,0.08,E
WIREMOLD G-6000,OTHER FITTINGS,G-6008 A,0.16,0.18,0.2,0.22,0.24,E
WIREMOLD G-6000,OTHER FITTINGS,G-6010B,0.08,0.09,0.1,0.11,0.12,E
WIREMOLD G-6000,OTHER FITTINGS,G-6011 TX,0.16,0.18,0.2,0.22,0.24,E
WIREMOLD G-6000,OTHER FITTINGS,G-6017 TX,0.16,0.18,0.2,0.22,0.24,E
WIREMOLD G-6000,OTHER FITTINGS,G-6014 A,0.27,0.3,0.33,0.36,0.4,E
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,PB2,2.75,3.0,3.25,3.58,3.93,C
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,PB3,3.0,3.25,3.5,3.85,4.24,C
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,CONDUIT ADAPTER,0.07,0.08,0.09,0.1,0.11,E
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,RND CAP,0.03,0.04,0.05,0.06,0.06,E
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,REDUCER,0.08,0.09,0.1,0.11,0.12,E
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,ELBOWS,0.09,0.1,0.11,0.12,0.13,E
HUBBELL - Super Base Trak PB2 & PB3,OTHER FITTINGS,TEES,0.09,0.1,0.11,0.12,0.13,E
HUBBELL - Super Base Trak Fittings,OTHER FITTINGS,SAFTEY STRAP,0.04,0.05,0.06,0.07,0.07,E
HUBBELL - Super Base Trak Fittings,OTHER FITTINGS,SURFACE PANEL,0.02,0.02,0.03,0.03,0.04,E
HUBBELL - Super Base Trak Fittings,CONNECTOR,WIRE CLIP,0.08,0.09,0.1,0.11,0.12,E
HUBBELL - Super Base Trak Fittings,CONNECTOR,1-GANG BOX,0.07,0.08,0.09,0.1,0.11,E
HUBBELL - Super Base Trak Fittings,CONNECTOR,2-GANG BOX,0.3,0.35,0.4,0.44,0.48,E
HUBBELL - Super Base Trak Fittings,CONNECTOR,3-GANG BOX,0.35,0.4,0.45,0.5,0.54,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,6 Foot,0.25,0.3,0.35,0.4,0.44,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,3 Foot,0.2,0.25,0.3,0.35,0.39,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,1 Foot,0.15,0.2,0.25,0.3,0.33,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,Elbows 45,0.2,0.25,0.3,0.35,0.39,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,Elbows 90,0.2,0.25,0.3,0.35,0.39,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,PRO Ends,0.35,0.38,0.4,0.44,0.48,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,1-Gang Device,0.3,0.33,0.35,0.39,0.42,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,2-Gang Device,0.35,0.38,0.4,0.44,0.48,E
HUBBELL - FloorTrak PRO Trak,CONNECTOR,3-Gang Device,0.4,0.43,0.45,0.5,0.54,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.5,0.55,0.58,0.6,0.75,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.6,0.66,0.69,0.72,0.9,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.7,0.77,0.81,0.84,1.05,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.8,0.88,0.92,0.96,1.2,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.04,0.05,0.06,0.07,0.08,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.05,0.06,0.07,0.08,0.09,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.06,0.07,0.08,0.09,0.1,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.07,0.08,0.09,0.1,0.11,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.08,0.09,0.1,0.11,0.12,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.09,0.1,0.11,0.12,0.13,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.1,0.11,0.12,0.13,0.14,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.12,0.13,0.14,0.15,0.16,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.1,0.11,0.12,0.13,0.14,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.12,0.13,0.14,0.15,0.16,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.14,0.15,0.16,0.17,0.18,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.16,0.17,0.18,0.19,0.2,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.11,0.12,0.13,0.14,0.15,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.13,0.14,0.15,0.16,0.17,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.15,0.16,0.17,0.18,0.19,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.17,0.18,0.19,0.2,0.21,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.13,0.14,0.15,0.16,0.17,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.16,0.17,0.18,0.19,0.2,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.19,0.2,0.21,0.22,0.23,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.22,0.23,0.24,0.25,0.26,E
Carlon - Surface Wireway,CONNECTOR,2 X 2,0.05,0.06,0.07,0.08,0.09,E
Carlon - Surface Wireway,CONNECTOR,3 X 3,0.06,0.07,0.08,0.09,0.1,E
Carlon - Surface Wireway,CONNECTOR,4 X 4,0.07,0.08,0.09,0.1,0.11,E
Carlon - Surface Wireway,CONNECTOR,6 X 6,0.08,0.09,0.1,0.11,0.12,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,2.75,3.0,3.25,3.58,3.93,C
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,3.0,3.25,3.5,3.85,4.24,C
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,3.25,3.5,3.75,4.13,4.54,C
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,0.04,0.05,0.06,0.07,0.07,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,0.05,0.06,0.07,0.08,0.08,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,0.06,0.07,0.08,0.09,0.1,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,0.07,0.08,0.09,0.1,0.11,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,0.07,0.08,0.09,0.1,0.11,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,0.08,0.09,0.1,0.11,0.12,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,0.02,0.02,0.03,0.03,0.04,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,0.02,0.02,0.03,0.03,0.04,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,0.03,0.03,0.04,0.04,0.05,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,0.09,0.1,0.11,0.12,0.13,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,0.09,0.1,0.11,0.12,0.13,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,0.11,0.13,0.15,0.17,0.18,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD3,0.1,0.11,0.12,0.13,0.15,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD5,0.1,0.11,0.12,0.13,0.15,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,LD10,0.12,0.14,0.16,0.18,0.19,E
PANDUIT PAN-WAY LD RACEWAY,CONNECTOR,Reducer Fitting,0.1,0.2,0.25,0.28,0.3,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Raceway,4.25,4.75,5.25,5.78,6.35,C
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,End Cap,0.06,0.07,0.08,0.09,0.1,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Coupling,0.09,0.1,0.11,0.12,0.13,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Elbows,0.12,0.13,0.14,0.15,0.17,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Tee,0.18,0.2,0.22,0.24,0.27,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Cover Coupler,0.05,0.05,0.06,0.07,0.07,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Wire Clip,0.03,0.03,0.03,0.03,0.04,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Tee Divider Insert,0.1,0.1,0.1,0.11,0.12,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Divider,1.25,1.35,1.45,1.6,1.75,C
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Device Bracket,0.1,0.12,0.14,0.15,0.17,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Entrance End,0.07,0.08,0.09,0.1,0.11,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,Transition Fitting,0.2,0.25,0.3,0.33,0.36,E
PANDUIT PAN-WAY TG-70 RACEWAY,CONNECTOR,3-Sided Hanging Box,0.35,0.4,0.45,0.5,0.54,E
ELECTRIDUCT RACEWAY,CONNECTOR,Raceway,3.0,4.75,5.25,5.78,6.35,C
ELECTRIDUCT RACEWAY,CONNECTOR,90 Turn,0.06,0.07,0.08,0.09,0.1,E
ELECTRIDUCT RACEWAY,CONNECTOR,Outside Corner,0.09,0.1,0.11,0.12,0.13,E
ELECTRIDUCT RACEWAY,CONNECTOR,Joint Cover,0.09,0.1,0.11,0.12,0.13,E
ELECTRIDUCT RACEWAY,CONNECTOR,Tee,0.18,0.2,0.22,0.24,0.27,E
ELECTRIDUCT RACEWAY,CONNECTOR,Inside Corner,0.09,0.1,0.11,0.12,0.13,E
ELECTRIDUCT RACEWAY,CONNECTOR,Ceiling Entry,0.15,0.16,0.17,0.18,0.2,E
WIRE,COPPER WIRE,#14,4.5,5.0,5.5,6.05,6.66,M
WIRE,COPPER WIRE,#12,4.5,5.0,5.5,6.05,6.66,M
WIRE,COPPER WIRE,#10,5.4,6.0,6.6,7.26,7.99,M
WIRE,COPPER WIRE,#8,7.2,8.0,8.8,9.68,10.65,M
WIRE,COPPER WIRE,#6,8.1,9.0,9.9,10.89,11.98,M
WIRE,COPPER WIRE,#4,9.0,10.0,11.0,12.1,13.31,M
WIRE,COPPER WIRE,#3,10.8,12.0,13.2,14.52,15.97,M
WIRE,COPPER WIRE,#2,11.7,13.0,14.3,15.73,17.3,M
WIRE,COPPER WIRE,#1,12.6,14.0,15.4,16.94,18.63,M
WIRE,COPPER WIRE,1/0,13.5,15.0,16.5,18.15,19.97,M
WIRE,COPPER WIRE,2/0,14.4,16.0,17.6,19.36,21.3,M
WIRE,COPPER WIRE,3/0,15.3,17.0,18.7,20.57,22.63,M
WIRE,COPPER WIRE,4/0,16.2,18.0,19.8,21.78,23.96,M
WIRE,COPPER WIRE,250 MCM,18.0,20.0,22.0,24.2,26.62,M
WIRE,COPPER WIRE,300 MCM,20.7,23.0,25.3,27.83,30.61,M
WIRE,COPPER WIRE,350 MCM,23.4,26.0,28.6,31.46,34.61,M
WIRE,COPPER WIRE,400 MCM,26.1,29.0,31.9,35.09,38.6,M
WIRE,COPPER WIRE,500 MCM,28.8,32.0,35.2,38.72,42.59,M
WIRE,COPPER WIRE,600 MCM,32.4,36.0,39.6,43.56,47.92,M
WIRE,COPPER WIRE,750 MCM,36.0,40.0,44.0,48.4,53.24,M
WIRE,COPPER WIRE,1000 MCM,41.4,46.0,50.6,55.66,61.23,M
WIRE,ALUMINUM WIRE,#6,7.29,8.1,8.91,9.8,10.78,M
WIRE,ALUMINUM WIRE,#4,8.1,9.0,9.9,10.89,11.98,M
WIRE,ALUMINUM WIRE,#2,10.53,11.7,12.87,14.16,15.57,M
WIRE,ALUMINUM WIRE,#1,11.34,12.6,13.86,15.25,16.77,M
WIRE,ALUMINUM WIRE,1/0,12.15,13.5,14.85,16.34,17.97,M
WIRE,ALUMINUM WIRE,2/0,12.96,14.4,15.84,17.42,19.17,M
WIRE,ALUMINUM WIRE,3/0,13.77,15.3,16.83,18.51,20.36,M
WIRE,ALUMINUM WIRE,4/0,14.58,16.2,17.82,19.6,21.56,M
WIRE,ALUMINUM WIRE,250 MCM,16.2,18.0,19.8,21.78,23.96,M
WIRE,ALUMINUM WIRE,300 MCM,18.63,20.7,22.77,25.05,27.55,M
WIRE,ALUMINUM WIRE,350 MCM,21.06,23.4,25.74,28.31,31.15,M
WIRE,ALUMINUM WIRE,400 MCM,23.49,26.1,28.71,31.58,34.74,M
WIRE,ALUMINUM WIRE,500 MCM,25.92,28.8,31.68,34.85,38.33,M
WIRE,ALUMINUM WIRE,600 MCM,29.16,32.4,35.64,39.2,43.12,M
WIRE,ALUMINUM WIRE,750 MCM,32.4,36.0,39.6,43.56,47.92,M
WIRE,ALUMINUM WIRE,1000 MCM,37.26,41.4,45.54,50.09,55.1,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#14,4.05,4.5,4.95,5.45,5.99,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#12,4.28,4.75,5.23,5.75,6.32,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#10,4.5,5.0,5.5,6.05,6.66,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#8,5.4,6.0,6.6,7.26,7.99,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#6,6.3,7.0,7.7,8.47,9.32,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#4,7.2,8.0,8.8,9.68,10.65,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#3,8.1,9.0,9.9,10.89,11.98,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#2,9.0,10.0,11.0,12.1,13.31,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,#1,10.8,12.0,13.2,14.52,15.97,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,1/0,12.6,14.0,15.4,16.94,18.63,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,2/0,13.5,15.0,16.5,18.15,19.97,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,3/0,14.4,16.0,17.6,19.36,21.3,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,4/0,15.3,17.0,18.7,20.57,22.63,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,250 MCM,16.2,18.0,19.8,21.78,23.96,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,300 MCM,18.0,20.0,22.0,24.2,26.62,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,350 MCM,19.8,22.0,24.2,26.62,29.28,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,400 MCM,21.6,24.0,26.4,29.04,31.94,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,500 MCM,23.4,26.0,28.6,31.46,34.61,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,600 MCM,25.2,28.0,30.8,33.88,37.27,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,750 MCM,27.0,30.0,33.0,36.3,39.93,M
DIRECT BURIAL CABLE,COPPER DIRECT BURIAL CABLE,1000 MCM,31.5,35.0,38.5,42.35,46.59,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,#6,5.4,6.0,6.6,7.26,7.99,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,#4,6.3,7.0,7.7,8.47,9.32,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,#2,8.1,9.0,9.9,10.89,11.98,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,#1,9.0,10.0,11.0,12.1,13.31,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,1/0,9.9,11.0,12.1,13.31,14.64,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,2/0,10.8,12.0,13.2,14.52,15.97,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,3/0,11.7,13.0,14.3,15.73,17.3,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,4/0,12.6,14.0,15.4,16.94,18.63,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,250 MCM,13.5,15.0,16.5,18.15,19.97,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,300 MCM,14.4,16.0,17.6,19.36,21.3,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,350 MCM,15.3,17.0,18.7,20.57,22.63,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,400 MCM,16.2,18.0,19.8,21.78,23.96,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,500 MCM,18.0,20.0,22.0,24.2,26.62,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,600 MCM,19.8,22.0,24.2,26.62,29.28,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,750 MCM,21.6,24.0,26.4,29.04,31.94,M
DIRECT BURIAL CABLE,ALUMINUM DIRECT BURIAL CABLE,1000 MCM,24.3,27.0,29.7,32.67,35.94,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,12-3,6.3,7.0,7.7,8.47,9.32,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,10-3,8.1,9.0,9.9,10.89,11.98,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,8-3,9.9,11.0,12.1,13.31,14.64,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,6-2 & 8-1,11.25,12.5,13.75,15.13,16.64,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,6-3,11.7,13.0,14.3,15.73,17.3,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4-2 & 6-1,13.05,14.5,15.95,17.55,19.3,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4-3,13.5,15.0,16.5,18.15,19.97,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3-3,14.4,16.0,17.6,19.36,21.3,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,2-3,15.3,17.0,18.7,20.57,22.63,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,COPPER 1-3,16.2,18.0,19.8,21.78,23.96,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,1/0-3,18.0,20.0,22.0,24.2,26.62,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,2/0-3,19.8,22.0,24.2,26.62,29.28,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3/0-3,21.6,24.0,26.4,29.04,31.94,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4/0-3,23.4,26.0,28.6,31.46,34.61,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,8-3,9.0,10.0,11.0,12.1,13.31,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,6-3,9.9,11.0,12.1,13.31,14.64,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4-2 & 6-1,10.35,11.5,12.65,13.92,15.31,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4-3,10.8,12.0,13.2,14.52,15.97,M
