Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,2-2 & 4-1,12.15,13.5,14.85,16.34,17.97,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,2-3,12.6,14.0,15.4,16.94,18.63,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,1-2 & 3-1,13.05,14.5,15.95,17.55,19.3,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,1-3,13.5,15.0,16.5,18.15,19.97,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,1/0-2 & 2-1,14.85,16.5,18.15,19.97,21.96,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,1/0-3,15.3,17.0,18.7,20.57,22.63,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,ALUMINUM 2/0-2 & 1-1,16.65,18.5,20.35,22.39,24.62,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,2/0-3,17.1,19.0,20.9,22.99,25.29,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3/0-2 & 1/0-1,18.45,20.5,22.55,24.81,27.29,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3/0-3,18.9,21.0,23.1,25.41,27.95,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4/0-2 & 2/0-1,20.25,22.5,24.75,27.23,29.95,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,4/0-3,20.7,23.0,25.3,27.83,30.61,M
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,"3/4""",0.04,0.05,0.06,0.06,0.07,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,"1""",0.06,0.07,0.08,0.08,0.09,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,"1 1/2""",0.11,0.12,0.13,0.15,0.16,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,"2""",0.14,0.15,0.17,0.18,0.2,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3-#8 thru 3-#4,0.05,0.06,0.07,0.08,0.09,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3-#3 thru 3-#2,0.06,0.07,0.08,0.09,0.1,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3-#1 thru 3-2/0,0.06,0.08,0.1,0.11,0.12,E
SERVICE ENTRANCE CABLE,ALUMINUM DIRECT BURIAL CABLE,3-3/0 thru 3-4/0,0.07,0.09,0.11,0.12,0.13,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 2,5.85,6.5,7.15,7.87,8.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 3,6.3,7.0,7.7,8.47,9.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 4,6.53,7.25,7.98,8.77,9.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 2,6.3,7.0,7.7,8.47,9.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 3,6.75,7.5,8.25,9.08,9.98,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 4,6.98,7.75,8.53,9.38,10.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 2,6.75,7.5,8.25,9.08,9.98,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 3,7.2,8.0,8.8,9.68,10.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 4,7.43,8.25,9.08,9.98,10.98,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - 2,9.0,10.0,11.0,12.1,13.31,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - 3,9.9,11.0,12.1,13.31,14.64,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - 2,10.8,12.0,13.2,14.52,15.97,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - 3,11.7,13.0,14.3,15.73,17.3,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,4 - 3,12.6,14.0,15.4,16.94,18.63,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,2 - 3,14.4,16.0,17.6,19.36,21.3,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 2,4.5,5.0,5.5,6.05,6.66,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 3,4.73,5.25,5.78,6.35,6.99,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,14 - 4,4.95,5.5,6.05,6.66,7.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 2,4.73,5.25,5.78,6.35,6.99,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 3,4.95,5.5,6.05,6.66,7.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 4,5.18,5.75,6.33,6.96,7.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 2,5.4,6.0,6.6,7.26,7.99,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 3,5.63,6.25,6.88,7.56,8.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 4,5.85,6.5,7.15,7.87,8.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - 2,6.3,7.0,7.7,8.47,9.32,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - 3,6.53,7.25,7.98,8.77,9.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - 2,7.2,8.0,8.8,9.68,10.65,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - 3,7.43,8.25,9.08,9.98,10.98,M
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.05,0.05,0.06,0.06,0.07,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"3/4""",0.05,0.05,0.06,0.06,0.07,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"1""",0.06,0.07,0.08,0.08,0.09,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"1 1/2""",0.11,0.12,0.13,0.15,0.16,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"2""",0.14,0.15,0.17,0.18,0.2,E
NON-METALLIC SHEATHED CABLE,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.03,0.03,0.04,0.04,0.05,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.02,0.02,0.03,0.03,0.04,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"3/4""",0.02,0.02,0.03,0.03,0.04,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.04,0.05,0.06,0.06,0.07,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"3/4"" - 1""",0.06,0.07,0.08,0.09,0.1,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.03,0.03,0.03,0.04,0.04,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"3/4"" - 1""",0.04,0.05,0.06,0.06,0.07,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,#14 - #12,0.02,0.02,0.02,0.03,0.03,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,#12 - #10,0.02,0.02,0.02,0.03,0.03,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.02,0.02,0.02,0.03,0.03,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,"3/4"" - 1""",0.02,0.02,0.02,0.03,0.03,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,Safety Plate,0.02,0.02,0.02,0.03,0.03,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,Support Clip,0.05,0.06,0.07,0.08,0.08,E
CABLE FITTINGS,ALUMINUM DIRECT BURIAL CABLE,Support Bracket,0.05,0.06,0.07,0.08,0.08,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,18 - 2,7.2,8.0,8.8,9.68,10.65,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,18 - 3,7.43,8.25,9.08,9.98,10.98,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,18 - 4,7.65,8.5,9.35,10.29,11.31,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,16 - 2,8.1,9.0,9.9,10.89,11.98,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,16 - 3,8.33,9.25,10.18,11.19,12.31,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,16 - 4,8.55,9.5,10.45,11.5,12.64,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,14 - 2,9.0,10.0,11.0,12.1,13.31,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,14 - 3,9.23,10.25,11.28,12.4,13.64,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,14 - 4,9.45,10.5,11.55,12.71,13.98,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,12 - 2,10.8,12.0,13.2,14.52,15.97,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,12 - 3,11.03,12.25,13.48,14.82,16.3,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,12 - 4,11.25,12.5,13.75,15.13,16.64,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,10 - 2,12.6,14.0,15.4,16.94,18.63,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,10 - 3,12.83,14.25,15.68,17.24,18.97,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,10 - 4,13.05,14.5,15.95,17.55,19.3,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,8 - 2,13.5,15.0,16.5,18.15,19.97,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,8 - 3,13.73,15.25,16.78,18.45,20.3,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,8 - 4,13.95,15.5,17.05,18.76,20.63,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,6 - 2,14.4,16.0,17.6,19.36,21.3,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,6 - 3,14.63,16.25,17.88,19.66,21.63,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,6 - 4,14.85,16.5,18.15,19.97,21.96,M
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.05,0.05,0.06,0.06,0.07,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"3/4""",0.05,0.05,0.06,0.06,0.07,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1""",0.06,0.07,0.08,0.08,0.09,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1 1/2""",0.11,0.12,0.13,0.15,0.16,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"2""",0.14,0.15,0.17,0.18,0.2,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1/2""",0.17,0.2,0.23,0.25,0.28,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"3/4""",0.17,0.2,0.23,0.25,0.28,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1""",0.21,0.25,0.29,0.32,0.35,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1 1/4""",0.23,0.27,0.31,0.34,0.38,E
PORTABLE CORD,ALUMINUM DIRECT BURIAL CABLE,"1 1/2""",0.26,0.3,0.35,0.38,0.42,E
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,2 - Conductor,4.5,5.0,5.5,6.05,6.66,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,3 - Conductor,4.73,5.25,5.78,6.35,6.99,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,4 - Conductor,4.95,5.5,6.05,6.66,7.32,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,5 - Conductor,5.18,5.75,6.33,6.96,7.65,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - Conductor,5.4,6.0,6.6,7.26,7.99,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,7 - Conductor,5.63,6.25,6.88,7.56,8.32,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - Conductor,5.85,6.5,7.15,7.87,8.65,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,9 - Conductor,6.08,6.75,7.43,8.17,8.98,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - Conductor,6.3,7.0,7.7,8.47,9.32,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,15 - Conductor,8.1,9.0,9.9,10.89,11.98,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,20 - Conductor,9.9,11.0,12.1,13.31,14.64,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,25 - Conductor,11.7,13.0,14.3,15.73,17.3,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,2 - Pair,6.08,6.75,7.43,8.17,8.98,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,3 - Pair,6.3,7.0,7.7,8.47,9.32,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,4 - Pair,6.75,7.5,8.25,9.08,9.98,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,5 - Pair,6.98,7.75,8.53,9.38,10.32,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - Pair,7.2,8.0,8.8,9.68,10.65,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,7 - Pair,7.65,8.5,9.35,10.29,11.31,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - Pair,7.88,8.75,9.63,10.59,11.65,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,9 - Pair,8.1,9.0,9.9,10.89,11.98,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - Pair,8.55,9.5,10.45,11.5,12.64,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,15 - Pair,11.03,12.25,13.48,14.82,16.3,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,20 - Pair,13.5,15.0,16.5,18.15,19.97,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,25 - Pair,15.75,17.5,19.25,21.18,23.29,M
LOW VOLTAGE CABLE,ALUMINUM DIRECT BURIAL CABLE,Per Termination,0.04,0.05,0.06,0.07,0.07,E
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,2 - Conductor,10.8,12.0,13.2,14.52,15.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,3 - Conductor,11.25,12.5,13.75,15.13,16.64,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,4 - Conductor,11.48,12.75,14.03,15.43,16.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,5 - Conductor,11.7,13.0,14.3,15.73,17.3,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - Conductor,11.93,13.25,14.58,16.03,17.64,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,7 - Conductor,12.15,13.5,14.85,16.34,17.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - Conductor,12.38,13.75,15.13,16.64,18.3,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,9 - Conductor,12.6,14.0,15.4,16.94,18.63,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - Conductor,12.83,14.25,15.68,17.24,18.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,15 - Conductor,14.4,16.0,17.6,19.36,21.3,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,20 - Conductor,15.3,17.0,18.7,20.57,22.63,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,25 - Conductor,16.2,18.0,19.8,21.78,23.96,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,2 - Pair,12.6,14.0,15.4,16.94,18.63,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,3 - Pair,12.83,14.25,15.68,17.24,18.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,4 - Pair,13.14,14.6,16.06,17.67,19.43,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,5 - Pair,13.5,15.0,16.5,18.15,19.97,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,6 - Pair,13.73,15.25,16.78,18.45,20.3,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,7 - Pair,13.95,15.5,17.05,18.76,20.63,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,8 - Pair,14.18,15.75,17.33,19.06,20.96,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,9 - Pair,14.4,16.0,17.6,19.36,21.3,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - Pair,14.63,16.25,17.88,19.66,21.63,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,15 - Pair,16.65,18.5,20.35,22.39,24.62,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,20 - Pair,18.0,20.0,22.0,24.2,26.62,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,25 - Pair,18.9,21.0,23.1,25.41,27.95,M
PLENUM CABLE,ALUMINUM DIRECT BURIAL CABLE,Per Termination,0.06,0.08,0.1,0.11,0.12,E
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 11/U,11.48,12.75,14.03,15.43,16.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 59/U,11.48,12.75,14.03,15.43,16.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 8/U,11.7,13.0,14.3,15.73,17.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 58A/U,11.03,12.25,13.48,14.82,16.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 58/U,11.03,12.25,13.48,14.82,16.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,RG 59/U,10.8,12.0,13.2,14.52,15.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,59/U,10.8,12.0,13.2,14.52,15.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,59/U,14.4,16.0,17.6,19.36,21.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,6/U,14.4,16.0,17.6,19.36,21.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,11/U,15.3,17.0,18.7,20.57,22.63,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,Coax Connectors,0.06,0.08,0.1,0.11,0.12,E
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,4716749 (TYPE 1),11.93,13.25,14.58,16.03,17.64,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,4716748 (TYPE 1),11.93,13.25,14.58,16.03,17.64,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,4716738 (TYPE 2),12.83,14.25,15.68,17.24,18.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,4716739 (TYPE 2),12.83,14.25,15.68,17.24,18.97,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,TYPE 3,14.4,16.0,17.6,19.36,21.3,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,TYPE 6,15.3,17.0,18.7,20.57,22.63,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,TYPE 9,17.1,19.0,20.9,22.99,25.29,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,17-00451-01,8.1,9.0,9.9,10.89,11.98,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,17-00324-01,8.1,9.0,9.9,10.89,11.98,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,17-01248-01,9.0,10.0,11.0,12.1,13.31,M
COAX CABLE,ALUMINUM DIRECT BURIAL CABLE,17-01246-01,9.0,10.0,11.0,12.1,13.31,M
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 3,3.17,3.52,3.87,4.26,4.69,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 5,3.38,3.75,4.13,4.54,4.99,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 5 IG,3.83,4.25,4.68,5.14,5.66,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 3,3.15,3.5,3.85,4.24,4.66,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 5,3.6,4.0,4.4,4.84,5.32,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 5 IG,4.05,4.5,4.95,5.45,5.99,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 3,0.32,0.35,0.39,0.42,0.47,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 5,0.41,0.45,0.5,0.54,0.6,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,12 - 5 IG,0.5,0.55,0.61,0.67,0.73,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 3,0.36,0.4,0.44,0.48,0.53,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 5,0.45,0.5,0.55,0.61,0.67,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,10 - 5 IG,0.54,0.6,0.66,0.73,0.8,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,3 - Conductor,0.9,1.0,1.1,1.21,1.33,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,5 - Conductor,1.13,1.25,1.38,1.51,1.66,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,"2""",0.72,0.8,0.88,0.97,1.06,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,"5""",0.81,0.9,0.99,1.09,1.2,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,"10""",1.13,1.25,1.38,1.51,1.66,C
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,Junction Box,0.45,0.5,0.55,0.61,0.67,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,Duplex,0.41,0.45,0.5,0.54,0.6,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,Double Duplex,0.59,0.65,0.72,0.79,0.87,E
UNDERCARPET CABLE,ALUMINUM DIRECT BURIAL CABLE,Combination,0.5,0.55,0.61,0.67,0.73,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,1-Circuit,0.32,0.35,0.39,0.42,0.47,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,2-Circuit,0.36,0.4,0.44,0.48,0.53,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,9' Long,0.14,0.15,0.17,0.18,0.2,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,11' Long,0.15,0.17,0.19,0.21,0.23,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,13' Long,0.17,0.19,0.21,0.23,0.25,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,Connector,0.27,0.3,0.33,0.36,0.4,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,1-Circuit,0.36,0.4,0.44,0.48,0.53,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,2-Circuit,0.41,0.45,0.5,0.54,0.6,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,1-Circuit,0.16,0.18,0.2,0.22,0.24,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,2-Circuit,0.18,0.2,0.22,0.24,0.27,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,Single Level,0.16,0.18,0.2,0.22,0.24,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,Dual Level,0.18,0.2,0.22,0.24,0.27,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,1-Circuit,0.09,0.1,0.11,0.12,0.13,E
FLEXIBLE WIRING SYSTEM,ALUMINUM DIRECT BURIAL CABLE,2-Circuit,0.11,0.12,0.13,0.15,0.16,E
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#12,2.1,2.3,2.6,2.86,3.15,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#10,2.4,2.6,3.0,3.3,3.63,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#8,2.7,3.0,3.25,3.58,3.93,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#6,3.0,3.25,3.7,4.07,4.48,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#4,3.5,3.75,4.15,4.57,5.02,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#3,3.75,4.0,4.6,5.06,5.57,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#2,4.0,4.5,5.0,5.5,6.05,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,#1,4.5,5.0,5.5,6.05,6.66,C
MC CABLE,ALUMINUM DIRECT BURIAL CABLE,1/0,5.0,5.5,6.0,6.6,7.26,C
